"site_id_with_pcr","week_end","site_id","mean_pcr_target_flowpop_lin","all_pcr_target_flowpop_lin","wval_site_wk","all_sample_collect_dates","days_since_first_sample","baseline_avg_conc_ln","last_baseline_ln","last_std_ln","std_avg_conc_ln","pcr_target_below_lod","pcr_target","all_ww_index_ln_lin","source","county_names","wval_site_wk_level"
"15003-002-01-00-00_sars-cov-2",2022-08-27,"15003-002-01-00-00",496755277.936886,"402165186.350602, 591345369.523169",3.52429910632631,"2022-08-23, 2022-08-21",110,20.1979107862818,19.3370835792792,0.556337196605023,0.413761844298591,"no","sars-cov-2","2.34977556891685, 4.69882264373577","CDC_BIOBOT",15003,"Moderate"
"15003-002-01-00-00_sars-cov-2",2022-09-03,"15003-002-01-00-00",418681159.958115,"425164043.740396, 412198276.175833",2.5264976851368,"2022-08-30, 2022-08-28",117,19.8642194909997,19.3370835792792,0.556337196605023,0.462519590122846,"no","sars-cov-2","2.59680300679823, 2.45619236347537","CDC_BIOBOT",15003,"Low"
"15003-002-01-00-00_sars-cov-2",2022-09-10,"15003-002-01-00-00",402173885.650999,"370020713.37325, 434327057.928749",2.36063323127373,"2022-09-06, 2022-09-05",125,19.8642194909997,19.3370835792792,0.556337196605023,0.485452395092376,"no","sars-cov-2","2.02300376714153, 2.69826269540592","CDC_BIOBOT",15003,"Low"
"15003-002-01-00-00_sars-cov-2",2022-09-17,"15003-002-01-00-00",448381563.600066,"537630553.166858, 359132574.033274",2.93842719917878,"2022-09-13, 2022-09-11",131,19.8123734735023,19.3370835792792,0.556337196605023,0.515815495302122,"no","sars-cov-2","3.9595932703485, 1.91726112800905","CDC_BIOBOT",15003,"Low"
"15003-002-01-00-00_sars-cov-2",2022-10-01,"15003-002-01-00-00",453411926.873767,"620669359.507401, 286154494.240132",3.20022046074522,"2022-09-27, 2022-09-25",145,19.7290695441255,19.3370835792792,0.556337196605023,0.534996585160291,"no","sars-cov-2","5.12590185775022, 1.27453906374022","CDC_BIOBOT",15003,"Low"
"15003-002-01-00-00_sars-cov-2",2022-10-08,"15003-002-01-00-00",443623044.991603,"618964443.042816, 268281646.940391",3.11782444503215,"2022-10-04, 2022-10-02",152,19.7290695441255,19.3370835792792,0.556337196605023,0.549518304633926,"no","sars-cov-2","5.10062058339208, 1.13502830667223","CDC_BIOBOT",15003,"Low"
"15003-002-01-00-00_sars-cov-2",2022-10-15,"15003-002-01-00-00",826407370.87046,"1374139726.57459, 278675015.166334",11.3024852390706,"2022-10-11, 2022-10-09",159,19.6992021652837,19.3370835792792,0.556337196605023,0.557790915237017,"no","sars-cov-2","21.3896867798479, 1.21528369829318","CDC_BIOBOT",15003,"Very High"
"15003-002-01-00-00_sars-cov-2",2022-10-22,"15003-002-01-00-00",436867407.078924,"510180665.572235, 363554148.585613",2.78176441740665,"2022-10-18, 2022-10-16",166,19.6992021652837,19.3370835792792,0.556337196605023,0.564455919088791,"no","sars-cov-2","3.60363034049491, 1.95989849431839","CDC_BIOBOT",15003,"Low"
"15003-002-01-00-00_sars-cov-2",2022-10-29,"15003-002-01-00-00",412933988.073808,"461421242.044063, 364446734.103553",2.48843458918937,"2022-10-25, 2022-10-23",173,19.6992021652837,19.3370835792792,0.556337196605023,0.561382102544983,"no","sars-cov-2","3.0083130127811, 1.96855616559764","CDC_BIOBOT",15003,"Low"
"15003-002-01-00-00_sars-cov-2",2022-11-05,"15003-002-01-00-00",313966842.132268,"250028027.434132, 377905656.830405",1.55057431672434,"2022-11-01, 2022-10-30",180,19.6992021652837,19.3370835792792,0.556337196605023,0.558070080473549,"no","sars-cov-2","1, 2.10114863344868","CDC_BIOBOT",15003,"Very Low"
"15003-002-01-00-00_sars-cov-2",2022-11-12,"15003-002-01-00-00",305526642.432017,"187911310.265294, 423141974.59874",1.58656263787431,"2022-11-08, 2022-11-06",187,19.6992021652837,19.3370835792792,0.556337196605023,0.572046286746735,"no","sars-cov-2","0.598479513315474, 2.57464576243315","CDC_BIOBOT",15003,"Very Low"
"15003-002-01-00-00_sars-cov-2",2022-11-19,"15003-002-01-00-00",403240434.203581,"467958603.643792, 338522264.763371",2.40469259026956,"2022-11-15, 2022-11-13",194,19.6992021652837,19.3370835792792,0.556337196605023,0.572046286746735,"no","sars-cov-2","3.08535616674896, 1.72402901379016","CDC_BIOBOT",15003,"Low"
"15003-002-01-00-00_sars-cov-2",2022-11-26,"15003-002-01-00-00",207837003.998896,"207837003.998896",0.717339111862482,"2022-11-20",201,19.6992021652837,19.3370835792792,0.556337196605023,0.572046286746735,"no","sars-cov-2","0.717339111862482","CDC_BIOBOT",15003,"Very Low"
"15003-002-01-00-00_sars-cov-2",2022-12-03,"15003-002-01-00-00",339870641.400959,"449008422.821156, 230732859.980762",1.86499408136574,"2022-11-29, 2022-11-27",208,19.6992021652837,19.3370835792792,0.556337196605023,0.572046286746735,"no","sars-cov-2","2.86441144429928, 0.865576718432208","CDC_BIOBOT",15003,"Very Low"
"15003-002-01-00-00_sars-cov-2",2022-12-10,"15003-002-01-00-00",447603336.684069,"463384903.241276, 431821770.126861",2.85085750516885,"2022-12-06, 2022-12-04",215,19.6992021652837,19.3370835792792,0.556337196605023,0.572046286746735,"no","sars-cov-2","3.03136402567655, 2.67035098466115","CDC_BIOBOT",15003,"Low"
"15003-002-01-00-00_sars-cov-2",2022-12-17,"15003-002-01-00-00",428781074.058102,"474294177.622575, 383267970.49363",2.65794342745662,"2022-12-13, 2022-12-11",222,19.6992021652837,19.3370835792792,0.556337196605023,0.572046286746735,"no","sars-cov-2","3.16084484059502, 2.15504201431821","CDC_BIOBOT",15003,"Low"
"15003-002-01-00-00_sars-cov-2",2022-12-24,"15003-002-01-00-00",564458854.696835,"564458854.696835",4.32179459540665,"2022-12-18",229,19.6992021652837,19.3370835792792,0.556337196605023,0.572046286746735,"no","sars-cov-2","4.32179459540665","CDC_BIOBOT",15003,"Moderate"
"15003-002-01-00-00_sars-cov-2",2022-12-31,"15003-002-01-00-00",427950906.286387,"427950906.286387",2.62747860435045,"2022-12-26",237,19.6992021652837,19.3370835792792,0.556337196605023,0.572046286746735,"no","sars-cov-2","2.62747860435045","CDC_BIOBOT",15003,"Low"
"15003-002-01-00-00_sars-cov-2",2023-01-07,"15003-002-01-00-00",547771363.257748,"605137222.948713, 490405503.566782",4.12704270468906,"2023-01-03, 2023-01-02",244,19.6992021652837,19.3370835792792,0.556337196605023,0.572046286746735,"no","sars-cov-2","4.89763631786589, 3.35644909151223","CDC_BIOBOT",15003,"Moderate"
"15003-002-01-00-00_sars-cov-2",2023-01-14,"15003-002-01-00-00",575898485.142997,"654066102.472544, 497730867.813449",4.53968491504147,"2023-01-10, 2023-01-08",250,19.6992021652837,19.3370835792792,0.556337196605023,0.572046286746735,"no","sars-cov-2","5.63226562964932, 3.44710420043362","CDC_BIOBOT",15003,"Moderate"
"15003-002-01-00-00_sars-cov-2",2023-01-21,"15003-002-01-00-00",445836809.570694,"539950168.052278, 351723451.089109",2.9185513750681,"2023-01-17, 2023-01-16",258,19.6992021652837,19.3370835792792,0.556337196605023,0.572046286746735,"no","sars-cov-2","3.99035358014431, 1.84674916999189","CDC_BIOBOT",15003,"Low"
"15003-002-01-00-00_sars-cov-2",2023-01-28,"15003-002-01-00-00",448478720.855749,"633536676.889811, 263420764.821686",3.20841040697349,"2023-01-24, 2023-01-22",264,19.6992021652837,19.3370835792792,0.556337196605023,0.572046286746735,"no","sars-cov-2","5.3184902942294, 1.09833051971757","CDC_BIOBOT",15003,"Low"
"15003-002-01-00-00_sars-cov-2",2023-02-04,"15003-002-01-00-00",262472343.855271,"293537008.047041, 231407679.663502",1.10219132873154,"2023-01-31, 2023-01-29",271,19.6992021652837,19.3370835792792,0.556337196605023,0.572046286746735,"no","sars-cov-2","1.33425027352722, 0.870132383935862","CDC_BIOBOT",15003,"Very Low"
"15003-002-01-00-00_sars-cov-2",2023-02-11,"15003-002-01-00-00",321275925.703821,"299018081.913841, 343533769.493801",1.57477043069229,"2023-02-07, 2023-02-05",278,19.6992021652837,19.3370835792792,0.556337196605023,0.572046286746735,"no","sars-cov-2","1.37936512032287, 1.77017574106171","CDC_BIOBOT",15003,"Very Low"
"15003-002-01-00-00_sars-cov-2",2023-02-18,"15003-002-01-00-00",291578144.375089,"337839106.421678, 245317182.3285",1.34208420812059,"2023-02-14, 2023-02-12",285,19.6992021652837,19.3370835792792,0.556337196605023,0.572046286746735,"no","sars-cov-2","1.71778029533447, 0.966388120906718","CDC_BIOBOT",15003,"Very Low"
"15003-002-01-00-00_sars-cov-2",2023-02-25,"15003-002-01-00-00",325641962.077278,"206983192.219989, 444300731.934568",1.76135295207931,"2023-02-21, 2023-02-20",293,19.6992021652837,19.3370835792792,0.556337196605023,0.572046286746735,"no","sars-cov-2","0.712050843218946, 2.81065506093968","CDC_BIOBOT",15003,"Very Low"
"15003-002-01-00-00_sars-cov-2",2023-03-04,"15003-002-01-00-00",301062532.550747,"372817697.919937, 229307367.181557",1.45328073709815,"2023-02-28, 2023-02-26",299,19.6992021652837,19.3370835792792,0.556337196605023,0.572046286746735,"no","sars-cov-2","2.05057327236746, 0.855988201828842","CDC_BIOBOT",15003,"Very Low"
"15003-002-01-00-00_sars-cov-2",2023-03-11,"15003-002-01-00-00",298505885.396668,"358176837.417684, 238834933.375652",1.4145362030002,"2023-03-07, 2023-03-05",306,19.6992021652837,19.3370835792792,0.556337196605023,0.572046286746735,"no","sars-cov-2","1.90809965248703, 0.92097275351337","CDC_BIOBOT",15003,"Very Low"
"15003-002-01-00-00_sars-cov-2",2023-03-18,"15003-002-01-00-00",310565756.590098,"355672628.035293, 265458885.144902",1.4989198236671,"2023-03-14, 2023-03-12",313,19.6992021652837,19.3370835792792,0.556337196605023,0.572046286746735,"no","sars-cov-2","1.88418725538022, 1.11365239195397","CDC_BIOBOT",15003,"Very Low"
"15003-002-01-00-00_sars-cov-2",2023-03-25,"15003-002-01-00-00",446177402.831425,"639475895.265161, 252878910.397689",3.21451700427729,"2023-03-21, 2023-03-19",320,19.6992021652837,19.3370835792792,0.556337196605023,0.572046286746735,"no","sars-cov-2","5.40844567829429, 1.0205883302603","CDC_BIOBOT",15003,"Low"
"15003-002-01-00-00_sars-cov-2",2023-04-01,"15003-002-01-00-00",622137776.481985,"771162192.938533, 473113360.025437",5.35966211502093,"2023-03-28, 2023-03-27",328,19.6992021652837,19.3370835792792,0.556337196605023,0.572046286746735,"no","sars-cov-2","7.57261025259593, 3.14671397744593","CDC_BIOBOT",15003,"High"
"15003-002-01-00-00_sars-cov-2",2023-04-08,"15003-002-01-00-00",389138064.219178,"409171733.217808, 369104395.220549",2.21893933234994,"2023-04-04, 2023-04-02",334,19.3370835792792,19.3370835792792,0.556337196605023,0.556337196605023,"no","sars-cov-2","2.42387090342345, 2.01400776127644","CDC_BIOBOT",15003,"Low"
"15003-002-01-00-00_sars-cov-2",2023-04-15,"15003-002-01-00-00",459512935.041311,"542080610.96229, 376945259.120333",3.05512926400744,"2023-04-11, 2023-04-09",341,19.3370835792792,19.3370835792792,0.556337196605023,0.556337196605023,"no","sars-cov-2","4.01869829176116, 2.09156023625373","CDC_BIOBOT",15003,"Low"
"15003-002-01-00-00_sars-cov-2",2023-04-22,"15003-002-01-00-00",396090948.173728,"432452744.795545, 359729151.551911",2.30017913454979,"2023-04-18, 2023-04-16",348,19.3370835792792,19.3370835792792,0.556337196605023,0.556337196605023,"no","sars-cov-2","2.67736861641293, 1.92298965268665","CDC_BIOBOT",15003,"Low"
"15003-002-01-00-00_sars-cov-2",2023-04-29,"15003-002-01-00-00",231933852.025899,"320714020.766151, 143153683.285647",0.965725297725591,"2023-04-25, 2023-04-23",355,19.3370835792792,19.3370835792792,0.556337196605023,0.556337196605023,"no","sars-cov-2","1.5644410357523, 0.367009559698886","CDC_BIOBOT",15003,"Very Low"
"15003-002-01-00-00_sars-cov-2",2023-05-06,"15003-002-01-00-00",327586001.403899,"350283249.361745, 304888753.446052",1.63080132659598,"2023-05-02, 2023-04-30",362,19.3370835792792,19.3370835792792,0.556337196605023,0.556337196605023,"no","sars-cov-2","1.83317910377361, 1.42842354941836","CDC_BIOBOT",15003,"Very Low"
"15003-002-01-00-00_sars-cov-2",2023-05-13,"15003-002-01-00-00",329996985.414825,"402068445.626638, 257925525.203013",1.70312447801696,"2023-05-09, 2023-05-07",369,19.3370835792792,19.3370835792792,0.556337196605023,0.556337196605023,"no","sars-cov-2","2.34875966768222, 1.0574892883517","CDC_BIOBOT",15003,"Very Low"
"15003-002-01-00-00_sars-cov-2",2023-05-20,"15003-002-01-00-00",257308573.092654,"203683890.924175, 310933255.261133",1.08575351456273,"2023-05-16, 2023-05-14",376,19.3370835792792,19.3370835792792,0.556337196605023,0.556337196605023,"no","sars-cov-2","0.691779258901294, 1.47972777022416","CDC_BIOBOT",15003,"Very Low"
"15003-002-01-00-00_sars-cov-2",2023-05-27,"15003-002-01-00-00",268773968.948437,"261014582.052192, 276533355.844681",1.13945522476975,"2023-05-23, 2023-05-21",383,19.3370835792792,19.3370835792792,0.556337196605023,0.556337196605023,"no","sars-cov-2","1.08036300934049, 1.198547440199","CDC_BIOBOT",15003,"Very Low"
"15003-002-01-00-00_sars-cov-2",2023-06-03,"15003-002-01-00-00",321418153.962463,"321418153.962463",1.57062031677405,"2023-05-29",391,19.3370835792792,19.3370835792792,0.556337196605023,0.556337196605023,"no","sars-cov-2","1.57062031677405","CDC_BIOBOT",15003,"Very Low"
"15003-002-01-00-00_sars-cov-2",2023-06-10,"15003-002-01-00-00",323178190.458768,"398982847.408741, 247373533.508794",1.64872836271794,"2023-06-06, 2023-06-04",397,19.3370835792792,19.3370835792792,0.556337196605023,0.556337196605023,"no","sars-cov-2","2.31645924635035, 0.980997479085525","CDC_BIOBOT",15003,"Very Low"
"15003-002-01-00-00_sars-cov-2",2023-06-17,"15003-002-01-00-00",203950764.49421,"193033568.997373, 214867959.991047",0.694833401053929,"2023-06-13, 2023-06-12",405,19.3370835792792,19.3370835792792,0.556337196605023,0.556337196605023,"no","sars-cov-2","0.628121422907389, 0.761545379200468","CDC_BIOBOT",15003,"Very Low"
"15003-002-01-00-00_sars-cov-2",2023-06-24,"15003-002-01-00-00",284198269.272701,"325399949.685411, 242996588.859992",1.27789249915808,"2023-06-20, 2023-06-18",411,19.3370835792792,19.3370835792792,0.556337196605023,0.556337196605023,"no","sars-cov-2","1.60576663819043, 0.950018360125728","CDC_BIOBOT",15003,"Very Low"
"15003-002-01-00-00_sars-cov-2",2024-02-17,"15003-002-01-00-00",34447212.9379698,"38721156.6198833, 30173269.2560562",14.4620644287393,"2024-02-14, 2024-02-12",650,NA,13.5645186082163,1.41796729133614,NA,"no","sars-cov-2","15.7307804948444, 13.1933483626342","CDC_VERILY",15003,"Very High"
"15003-002-01-00-00_sars-cov-2",2024-02-24,"15003-002-01-00-00",33399746.4825265,"27979801.2392325, 38819691.7258204",14.1342370867841,"2024-02-21, 2024-02-20",658,NA,13.5645186082163,1.41796729133614,NA,"no","sars-cov-2","12.5094732250886, 15.7590009484796","CDC_VERILY",15003,"Very High"
"15003-002-01-00-00_sars-cov-2",2024-03-02,"15003-002-01-00-00",17071069.1727369,"20592949.7150755, 13549188.6303983",8.7894290093985,"2024-02-28, 2024-02-26",664,NA,13.5645186082163,1.41796729133614,NA,"no","sars-cov-2","10.0775248092926, 7.50133320950443","CDC_VERILY",15003,"Very High"
"15003-002-01-00-00_sars-cov-2",2024-03-09,"15003-002-01-00-00",21832071.576415,"25148872.3356662, 18515270.8171637",10.476133759304,"2024-03-06, 2024-03-04",671,NA,13.5645186082163,1.41796729133614,NA,"no","sars-cov-2","11.6029450069601, 9.34932251164797","CDC_VERILY",15003,"Very High"
"15003-002-01-00-00_sars-cov-2",2024-03-16,"15003-002-01-00-00",12270837.4371299,"14438229.0892587, 10103445.7850011",6.9721085680909,"2024-03-13, 2024-03-11",678,NA,13.5645186082163,1.41796729133614,NA,"no","sars-cov-2","7.8451886442241, 6.09902849195769","CDC_VERILY",15003,"High"
"15003-002-01-00-00_sars-cov-2",2024-03-23,"15003-002-01-00-00",9546967.73711854,"13693682.1368733, 5400253.3373638",5.73933474216572,"2024-03-20, 2024-03-18",685,NA,13.5645186082163,1.41796729133614,NA,"no","sars-cov-2","7.55766159163246, 3.92100789269898","CDC_VERILY",15003,"High"
"15003-002-01-00-00_sars-cov-2",2024-03-30,"15003-002-01-00-00",3314172.13789711,"5335380.64985895, 1292963.62593526",2.65924761216501,"2024-03-27, 2024-03-25",692,NA,13.5645186082163,1.41796729133614,NA,"no","sars-cov-2","3.88773033068245, 1.43076489364756","CDC_VERILY",15003,"Low"
"15003-002-01-00-00_sars-cov-2",2024-04-06,"15003-002-01-00-00",6079929.26692028,"6904424.29362416, 5255434.24021639",4.25472570638505,"2024-04-03, 2024-04-01",699,15.4747731926026,13.5645186082163,1.41796729133614,0.935191961851831,"no","sars-cov-2","4.66289552768275, 3.84655588508734","CDC_VERILY",15003,"Moderate"
"15003-002-01-00-00_sars-cov-2",2024-04-13,"15003-002-01-00-00",6165293.81647805,"9905733.89339331, 2424853.73956278",4.12195389644579,"2024-04-10, 2024-04-08",706,15.4747731926026,13.5645186082163,1.41796729133614,0.935191961851831,"no","sars-cov-2","6.01461358691648, 2.22929420597509","CDC_VERILY",15003,"Moderate"
"15003-002-01-00-00_sars-cov-2",2024-04-20,"15003-002-01-00-00",6063997.23528975,"10450320.7006968, 1677673.76988266",3.98261940920685,"2024-04-17, 2024-04-15",713,15.4747731926026,13.5645186082163,1.41796729133614,0.935191961851831,"no","sars-cov-2","6.24596402106217, 1.71927479735154","CDC_VERILY",15003,"Moderate"
"15003-002-01-00-00_sars-cov-2",2024-04-27,"15003-002-01-00-00",4549666.02289136,"4196846.32024089, 4902485.72554182",3.47241700819248,"2024-04-24, 2024-04-22",720,15.4747731926026,13.5645186082163,1.41796729133614,0.935191961851831,"no","sars-cov-2","3.28231907113829, 3.66251494524667","CDC_VERILY",15003,"Moderate"
"15003-002-01-00-00_sars-cov-2",2024-05-04,"15003-002-01-00-00",6776967.09839329,"7769266.83998866, 5784667.35679792",4.59171358446879,"2024-05-01, 2024-04-29",727,15.4747731926026,13.5645186082163,1.41796729133614,0.935191961851831,"no","sars-cov-2","5.0675819730991, 4.11584519583848","CDC_VERILY",15003,"Moderate"
"15003-002-01-00-00_sars-cov-2",2024-05-11,"15003-002-01-00-00",34305327.9726709,"36910324.4655233, 31700331.4798184",14.4345591281725,"2024-05-08, 2024-05-06",734,15.4747731926026,13.5645186082163,1.41796729133614,0.935191961851831,"no","sars-cov-2","15.2083136992437, 13.6608045571013","CDC_VERILY",15003,"Very High"
"15003-002-01-00-00_sars-cov-2",2024-05-18,"15003-002-01-00-00",36064819.2471257,"49318911.1510994, 22810727.3431521",14.7442403827936,"2024-05-15, 2024-05-13",741,15.4747731926026,13.5645186082163,1.41796729133614,0.935191961851831,"no","sars-cov-2","18.6571750341559, 10.8313057314313","CDC_VERILY",15003,"Very High"
"15003-002-01-00-00_sars-cov-2",2024-05-25,"15003-002-01-00-00",47883784.7116991,"58678685.4876155, 37088883.9357827",18.1748675644474,"2024-05-22, 2024-05-20",748,15.4747731926026,13.5645186082163,1.41796729133614,0.935191961851831,"no","sars-cov-2","21.0895723843938, 15.260162744501","CDC_VERILY",15003,"Very High"
"15003-002-01-00-00_sars-cov-2",2024-06-01,"15003-002-01-00-00",22329535.4596436,"20108801.3611634, 24550269.5581238",10.6586677763166,"2024-05-29, 2024-05-28",756,15.4747731926026,13.5645186082163,1.41796729133614,0.935191961851831,"no","sars-cov-2","9.90985100145697, 11.4074845511763","CDC_VERILY",15003,"Very High"
"15003-002-01-00-00_sars-cov-2",2024-06-08,"15003-002-01-00-00",44321247.9350532,"30978517.0346931, 57663978.8354133",17.1362056126864,"2024-06-05, 2024-06-03",762,15.4747731926026,13.5645186082163,1.41796729133614,0.935191961851831,"no","sars-cov-2","13.440693783952, 20.8317174414208","CDC_VERILY",15003,"Very High"
"15003-002-01-00-00_sars-cov-2",2024-06-15,"15003-002-01-00-00",72592825.3646875,"99502503.6959727, 45683147.0334023",24.1414846292818,"2024-06-12, 2024-06-10",769,15.4747731926026,13.5645186082163,1.41796729133614,0.935191961851831,"no","sars-cov-2","30.6066612341228, 17.6763080244408","CDC_VERILY",15003,"Very High"
"15003-002-01-00-00_sars-cov-2",2024-06-22,"15003-002-01-00-00",92904347.5136469,"87034643.1044662, 98774051.9228275",29.1488204124646,"2024-06-19, 2024-06-17",776,15.4747731926026,13.5645186082163,1.41796729133614,0.935191961851831,"no","sars-cov-2","27.8491722646976, 30.4484685602317","CDC_VERILY",15003,"Very High"
"15003-002-01-00-00_sars-cov-2",2024-06-29,"15003-002-01-00-00",75530095.9745602,"93879967.8943737, 57180224.0547467",25.0424391774251,"2024-06-26, 2024-06-24",783,15.4747731926026,13.5645186082163,1.41796729133614,0.935191961851831,"no","sars-cov-2","29.376561754118, 20.7083166007323","CDC_VERILY",15003,"Very High"
"15003-002-01-00-00_sars-cov-2",2024-07-06,"15003-002-01-00-00",59851125.1467699,"52977467.6525551, 66724782.6409848",21.3564647228595,"2024-07-03, 2024-07-01",790,15.4747731926026,13.5645186082163,1.41796729133614,0.935191961851831,"no","sars-cov-2","19.6228902482566, 23.0900391974625","CDC_VERILY",15003,"Very High"
"15003-002-01-00-00_sars-cov-2",2024-07-13,"15003-002-01-00-00",72480125.7885779,"75123899.5810816, 69836351.9960741",24.4739983159661,"2024-07-10, 2024-07-08",797,15.4747731926026,13.5645186082163,1.41796729133614,0.935191961851831,"no","sars-cov-2","25.1037087966311, 23.8442878353011","CDC_VERILY",15003,"Very High"
"15003-002-01-00-00_sars-cov-2",2024-07-20,"15003-002-01-00-00",46399054.2275226,"46256694.9113269, 46541413.5437183",17.871198047066,"2024-07-17, 2024-07-15",804,15.4747731926026,13.5645186082163,1.41796729133614,0.935191961851831,"no","sars-cov-2","17.8325288722326, 17.9098672218995","CDC_VERILY",15003,"Very High"
"15003-002-01-00-00_sars-cov-2",2024-07-27,"15003-002-01-00-00",43403684.6559282,"53507681.803522, 33299687.5083344",16.9522588020152,"2024-07-24, 2024-07-22",811,15.4747731926026,13.5645186082163,1.41796729133614,0.935191961851831,"no","sars-cov-2","19.761189094974, 14.1433285090564","CDC_VERILY",15003,"Very High"
"15003-002-01-00-00_sars-cov-2",2024-08-03,"15003-002-01-00-00",31377122.5957182,"29575478.3180301, 33178766.8734063",13.5577781962432,"2024-07-31, 2024-07-29",818,15.4747731926026,13.5645186082163,1.41796729133614,0.935191961851831,"no","sars-cov-2","13.008467067313, 14.1070893251734","CDC_VERILY",15003,"Very High"
"15003-002-01-00-00_sars-cov-2",2024-08-10,"15003-002-01-00-00",42605916.4735085,"44648994.2153264, 40562838.7316905",16.8239850632783,"2024-08-07, 2024-08-05",825,15.4747731926026,13.5645186082163,1.41796729133614,0.935191961851831,"no","sars-cov-2","17.3931591066151, 16.2548110199415","CDC_VERILY",15003,"Very High"
"15003-002-01-00-00_sars-cov-2",2024-08-17,"15003-002-01-00-00",33224452.4385459,"39288757.3224916, 27160147.5546002",14.0714784394024,"2024-08-14, 2024-08-12",832,15.4747731926026,13.5645186082163,1.41796729133614,0.935191961851831,"no","sars-cov-2","15.8930531272264, 12.2499037515783","CDC_VERILY",15003,"Very High"
"15003-002-01-00-00_sars-cov-2",2024-08-24,"15003-002-01-00-00",27784862.3468192,"17456958.5794812, 38112766.1141571",12.2626285435646,"2024-08-21, 2024-08-19",839,15.4747731926026,13.5645186082163,1.41796729133614,0.935191961851831,"no","sars-cov-2","8.96919133732864, 15.5560657498006","CDC_VERILY",15003,"Very High"
"15003-002-01-00-00_sars-cov-2",2024-08-31,"15003-002-01-00-00",20628751.0666181,"15673155.8018246, 25584346.3314116",10.0284664587862,"2024-08-28, 2024-08-26",846,15.4747731926026,13.5645186082163,1.41796729133614,0.935191961851831,"no","sars-cov-2","8.31265471001262, 11.7442782075599","CDC_VERILY",15003,"Very High"
"15003-002-01-00-00_sars-cov-2",2024-09-07,"15003-002-01-00-00",22386303.5159628,"29483350.4838956, 15289256.5480299",10.5742070995369,"2024-09-04, 2024-09-03",854,15.4747731926026,13.5645186082163,1.41796729133614,0.935191961851831,"no","sars-cov-2","12.9798767747615, 8.16853742431231","CDC_VERILY",15003,"Very High"
"15003-002-01-00-00_sars-cov-2",2024-09-14,"15003-002-01-00-00",13489478.3640668,"8204178.05964503, 18774778.6684885",7.35378688276151,"2024-09-11, 2024-09-09",860,15.4747731926026,13.5645186082163,1.41796729133614,0.935191961851831,"no","sars-cov-2","5.2660277310665, 9.44154603445651","CDC_VERILY",15003,"High"
"15003-002-01-00-00_sars-cov-2",2024-09-21,"15003-002-01-00-00",8009288.59714142,"9866821.59350958, 6151755.60077327",5.14815366825939,"2024-09-18, 2024-09-16",867,15.4747731926026,13.5645186082163,1.41796729133614,0.935191961851831,"no","sars-cov-2","5.99794136227252, 4.29836597424627","CDC_VERILY",15003,"Moderate"
"15003-002-01-00-00_sars-cov-2",2024-09-28,"15003-002-01-00-00",6475340.69564902,"8546050.73785645, 4404630.65344159",4.40797746816897,"2024-09-25, 2024-09-23",874,15.4747731926026,13.5645186082163,1.41796729133614,0.935191961851831,"no","sars-cov-2","5.41984954754978, 3.39610538878816","CDC_VERILY",15003,"Moderate"
"15003-002-01-00-00_sars-cov-2",2024-10-05,"15003-002-01-00-00",6491040.53449519,"9032769.60656331, 3949311.46242706",4.39016223781146,"2024-10-02, 2024-09-30",881,15.4747731926026,13.5645186082163,1.41796729133614,0.935191961851831,"no","sars-cov-2","5.635753440555, 3.14457103506792","CDC_VERILY",15003,"Moderate"
"15003-002-01-00-00_sars-cov-2",2024-10-12,"15003-002-01-00-00",4071501.31265957,"4523186.58732671, 3619816.03799242",3.20875312022643,"2024-10-09, 2024-10-07",888,15.4052529253792,13.5645186082163,1.41796729133614,1.02433157468214,"no","sars-cov-2","3.46031828666606, 2.95718795378679","CDC_VERILY",15003,"Low"
"15003-002-01-00-00_sars-cov-2",2024-10-19,"15003-002-01-00-00",7942453.56574591,"8446198.0499049, 7438709.08158693",5.14483386271464,"2024-10-16, 2024-10-14",895,15.4052529253792,13.5645186082163,1.41796729133614,1.02433157468214,"no","sars-cov-2","5.37511260232388, 4.91455512310541","CDC_VERILY",15003,"Moderate"
"15003-002-01-00-00_sars-cov-2",2024-10-26,"15003-002-01-00-00",5281818.36899806,"6917802.5622831, 3645834.17571302",3.82071382845777,"2024-10-23, 2024-10-21",902,15.4052529253792,13.5645186082163,1.41796729133614,1.02433157468214,"no","sars-cov-2","4.66926550632318, 2.97216215059235","CDC_VERILY",15003,"Moderate"
"15003-002-01-00-00_sars-cov-2",2024-11-02,"15003-002-01-00-00",4255179.71219113,"5528252.86805839, 2982106.55632387",3.28287783964565,"2024-10-30, 2024-10-28",909,15.4052529253792,13.5645186082163,1.41796729133614,1.02433157468214,"no","sars-cov-2","3.98632415430503, 2.57943152498628","CDC_VERILY",15003,"Low"
"15003-002-01-00-00_sars-cov-2",2024-11-09,"15003-002-01-00-00",2559577.69910538,"3760069.24091116, 1359086.1572996",2.25976267807375,"2024-11-06, 2024-11-04",916,15.4052529253792,13.5645186082163,1.41796729133614,1.02433157468214,"no","sars-cov-2","3.03753920995059, 1.4819861461969","CDC_VERILY",15003,"Low"
"15003-002-01-00-00_sars-cov-2",2024-11-16,"15003-002-01-00-00",3387066.15401188,"2454886.64217354, 4319245.66585021",2.79913691311164,"2024-11-13, 2024-11-12",924,15.4052529253792,13.5645186082163,1.41796729133614,1.02433157468214,"no","sars-cov-2","2.2487309566611, 3.34954286956218","CDC_VERILY",15003,"Low"
