"site_id_with_pcr","week_end","site_id","mean_pcr_target_avg_conc_lin","all_pcr_target_avg_conc_lin","wval_site_wk","all_sample_collect_dates","days_since_first_sample","baseline_avg_conc_ln","last_baseline_ln","last_std_ln","std_avg_conc_ln","pcr_target_below_lod","pcr_target","all_ww_index_ln_lin","source","county_names","wval_site_wk_level"
"15001-003-01-00-00_fluav",2024-03-30,"15001-003-01-00-00",750,"750, 750",1,"2024-03-27, 2024-03-25",126,6.62007320653036,6.62007320653036,0.719848905044753,0.875299117829476,"yes","fluav","1, 1","CDC_VERILY",15001,"Very Low"
"15001-003-01-00-00_fluav",2024-04-06,"15001-003-01-00-00",750,"750, 750",1,"2024-04-03, 2024-04-02",134,6.62007320653036,6.62007320653036,0.719848905044753,0.867132429132807,"yes","fluav","1, 1","CDC_VERILY",15001,"Very Low"
"15001-003-01-00-00_fluav",2024-04-13,"15001-003-01-00-00",750,"750, 750",1,"2024-04-10, 2024-04-08",140,6.62007320653036,6.62007320653036,0.719848905044753,0.85823614409122,"yes","fluav","1, 1","CDC_VERILY",15001,"Very Low"
"15001-003-01-00-00_fluav",2024-04-20,"15001-003-01-00-00",2126.22310682353,"3502.44621364706, 750",4.75365870190496,"2024-04-16, 2024-04-15",147,6.62007320653036,6.62007320653036,0.719848905044753,0.84889028098014,"no","fluav","8.50731740380992, 1","CDC_VERILY",15001,"Low"
"15001-003-01-00-00_fluav",2024-04-27,"15001-003-01-00-00",750,"750, 750",1,"2024-04-24, 2024-04-22",154,6.62007320653036,6.62007320653036,0.719848905044753,0.845968540249336,"yes","fluav","1, 1","CDC_VERILY",15001,"Very Low"
"15001-003-01-00-00_fluav",2024-05-04,"15001-003-01-00-00",1748.37049940272,"2746.74099880543, 750",3.53479540810933,"2024-05-01, 2024-04-29",161,6.62007320653036,6.62007320653036,0.719848905044753,0.837131825388201,"no","fluav","6.06959081621866, 1","CDC_VERILY",15001,"Low"
"15001-003-01-00-00_fluav",2024-06-01,"15001-003-01-00-00",1521.44253762896,"750, 2292.88507525792",2.86139405467107,"2024-05-29, 2024-05-28",190,6.62007320653036,6.62007320653036,0.719848905044753,0.828370590275964,"yes","fluav","1, 4.72278810934215","CDC_VERILY",15001,"Low"
"15001-003-01-00-00_fluav",2024-06-08,"15001-003-01-00-00",750,"750, 750",1,"2024-06-05, 2024-06-03",196,6.62007320653036,6.62007320653036,0.719848905044753,0.820783774452515,"yes","fluav","1, 1","CDC_VERILY",15001,"Very Low"
"15001-003-01-00-00_fluav",2024-06-15,"15001-003-01-00-00",1880.56671843137,"750, 3011.13343686275",3.94805982119153,"2024-06-12, 2024-06-10",203,6.62007320653036,6.62007320653036,0.719848905044753,0.816408767126485,"yes","fluav","1, 6.89611964238305","CDC_VERILY",15001,"Low"
"15001-003-01-00-00_fluav",2024-06-22,"15001-003-01-00-00",750,"750, 750",1,"2024-06-19, 2024-06-17",210,6.62007320653036,6.62007320653036,0.719848905044753,0.809178719624297,"yes","fluav","1, 1","CDC_VERILY",15001,"Very Low"
"15001-003-01-00-00_fluav",2024-06-29,"15001-003-01-00-00",1265.81071082956,"1781.62142165912, 750",2.16326070525566,"2024-06-26, 2024-06-24",217,6.62007320653036,6.62007320653036,0.719848905044753,0.801841407763216,"no","fluav","3.32652141051131, 1","CDC_VERILY",15001,"Very Low"
"15001-003-01-00-00_fluav",2024-07-06,"15001-003-01-00-00",750,"750, 750",1,"2024-07-03, 2024-07-01",224,6.62007320653036,6.62007320653036,0.719848905044753,0.792174288684342,"yes","fluav","1, 1","CDC_VERILY",15001,"Very Low"
